period,h,model,coverage,r2,r2_wins,ic,hit
2024-09-30,30,revealed,0.2433579083389899,0.02140718296004196,0.027151520219391045,0.14352884048928893,0.5376162299239222
2024-09-30,30,revealed_scaled,0.2433579083389899,-0.21511430242431118,-0.16477713623241064,0.14352884048928893,0.5376162299239222
2024-09-30,45,revealed,0.9519723556476123,0.8922302767146181,0.8834354348744993,0.9256539825233291,0.9182908545727136
2024-09-30,45,revealed_scaled,0.9519723556476123,0.8863616899408564,0.879383730432509,0.9256539825233291,0.9182908545727136
2024-09-30,60,revealed,0.9753367720746516,0.9689466112748866,0.9420607032435637,0.9488756991593489,0.9397003745318352
2024-09-30,60,revealed_scaled,0.9753367720746516,0.9682943227464286,0.9414029989410101,0.9488756991593489,0.9397003745318352
2024-12-31,15,revealed,0.020864682453509257,0.004368458328986469,0.005246244455137994,0.09225000269701346,0.5383054287163876
2024-12-31,15,revealed_scaled,0.020864682453509257,-0.0910740844433362,-0.07357058714968012,0.09225000269701346,0.5383054287163876
2024-12-31,30,revealed,0.22365126738888974,0.017783144462559464,0.02085818801208128,0.15546927507389963,0.5657505285412262
2024-12-31,30,revealed_scaled,0.22365126738888974,-0.06818579718800599,-0.038751650695049156,0.15546927507389963,0.5657505285412262
2024-12-31,45,revealed,0.9533947636523962,0.919438986094243,0.8547467448042229,0.9052244746975145,0.8973328461819511
2024-12-31,45,revealed_scaled,0.9533947636523962,0.9163844019084175,0.8477635086082622,0.9052244746975145,0.8973328461819511
2024-12-31,60,revealed,0.9583058301068021,0.9273661312708948,0.8732131299946586,0.9144682835398014,0.899963490324936
2024-12-31,60,revealed_scaled,0.9583058301068021,0.9245152977849049,0.867580986674588,0.9144682835398014,0.899963490324936
2025-03-31,15,revealed,0.05167754312423703,-0.0006462898288965846,0.0011937007965563406,0.0449637863740861,0.5250116877045349
2025-03-31,15,revealed_scaled,0.05167754312423703,-0.10551998595157541,-0.09400209884211574,0.0449637863740861,0.5250116877045349
2025-03-31,30,revealed,0.1302514109504945,0.005637673924553832,0.0077511388177965435,0.09218086628280296,0.5422297297297297
2025-03-31,30,revealed_scaled,0.1302514109504945,-0.20965128536643007,-0.2311826287353107,0.09218086628280296,0.5422297297297297
2025-03-31,45,revealed,0.9800818382155774,0.8298216178093132,0.8838311083797092,0.9581976317371363,0.9584527220630372
2025-03-31,45,revealed_scaled,0.9800818382155774,0.8251540127084426,0.8817511132856909,0.9581976317371363,0.9584527220630372
2025-03-31,60,revealed,0.9890371776620743,0.8942231579517519,0.9267561011415717,0.9714557794466637,0.9660107334525939
2025-03-31,60,revealed_scaled,0.9890371776620743,0.8931962947428314,0.9261768244509744,0.9714557794466637,0.9660107334525939
2025-06-30,15,revealed,0.03548945021547782,-0.038483759877455004,0.020882502607435294,0.16939475488066946,0.5845204178537512
