period,exp,spread_uncond,spread_t0,spread_t1,spread_t2,delta,n
2014-03-31,new_conv|mktcap,-0.006312613543729438,-0.008857991680639277,0.014931605113707669,0.004865178990453134,-0.0025453781369098386,1116
2014-03-31,dbreadth|io,0.05023105115857849,0.04635758023023672,0.00892903353015187,0.06511032101228194,-0.0038734709283417684,1122
2014-03-31,distress|adv,-0.037407798820781324,0.008850636570987773,-0.04192523680685275,-0.05306413085810547,0.0462584353917691,1149
2014-03-31,pressure|vol,-0.021727108339931044,0.01590234502416861,0.012006028237773643,-0.08542295588426718,-0.06369584754433613,1149
2014-03-31,exit_rate|mom,0.020983412578260523,0.044855971371588296,-0.003455233833767689,-0.010889603168922166,0.023872558793327774,1113
2014-03-31,pressure|adv,-0.021727108339931044,-0.007475201574636804,-0.0655357833358505,0.005454098383327659,0.01425190676529424,1149
2014-03-31,pressure|mktcap,-0.023407277086285448,-0.0234442476309753,-0.08155577941782169,0.011442048089594967,-3.6970544689853e-05,1117
2014-03-31,pressure|vol_resid,-0.023682407333472495,0.011363612956265513,-0.008602625165267663,-0.067728413169538,-0.0440460058360655,1116
2014-03-31,pressure_o|vol,-0.012029307623450433,0.019831350619163746,0.004696740340460675,-0.07376384034108603,-0.0617345327176356,1116
2014-03-31,pressure_o|vol_resid,-0.014840330937060733,0.011506815570518497,0.0016811741847693393,-0.07878741578288925,-0.06394708484582852,1085
2014-06-30,new_conv|mktcap,0.013974495518683398,0.0035816888658805543,0.0015864401895623811,0.05618454124284442,-0.010392806652802844,1145
2014-06-30,dbreadth|io,0.022190206895037912,0.043055389228674364,0.012397989031323949,-0.0024559651867263367,0.02086518233363645,1152
2014-06-30,distress|adv,0.0018370445877811878,0.047798018095115274,-0.03611516312821413,0.021899655215174247,0.04596097350733409,1178
2014-06-30,pressure|vol,0.06693905708493758,0.028058157180462152,0.021683012665732648,0.11130033638503309,0.04436127930009551,1178
2014-06-30,exit_rate|mom,-0.07102273067657572,-0.07945414807945943,-0.03488905781867792,-0.056384551152955216,-0.008431417402883709,1130
2014-06-30,pressure|adv,0.06693905708493758,0.05203395191519204,0.033758116274839406,0.04884347033978538,-0.014905105169745539,1178
2014-06-30,pressure|mktcap,0.06777259167279201,0.018614996372853465,0.06225439235139674,0.07392489023283623,-0.049157595299938545,1146
2014-06-30,pressure|vol_resid,0.0672769962739931,-0.00028493832969960636,0.06172573839303364,0.09575683849996164,0.02847984222596854,1145
2014-06-30,pressure_o|vol,0.07122887200628608,0.02243970009629573,0.037377043632488886,0.09575968589538972,0.024530813889103636,1133
2014-06-30,pressure_o|vol_resid,0.07020734374344217,0.002141345125070422,0.049510278070088606,0.11883195331762753,0.04862460957418535,1101
2014-09-30,new_conv|mktcap,0.007188658772487304,0.01486271691219146,-0.01803222744556903,0.020206692228120077,0.0076740581397041555,1172
2014-09-30,dbreadth|io,0.025482787359643985,-0.0008429013868594126,0.020267935782722568,0.034480603990144125,-0.026325688746503397,1170
2014-09-30,distress|adv,-0.003290263473418889,-0.0283678509638833,-0.03802647520894113,-0.0029143507642646685,-0.02507758749046441,1205
2014-09-30,pressure|vol,0.015771818112989153,0.02799352379040192,0.004082706191343644,0.01401583127528308,-0.0017559868377060722,1205
2014-09-30,exit_rate|mom,0.006963745197090754,-0.0058520804729041975,0.030796918296301337,-0.015083518319856291,-0.012815825669994951,1143
2014-09-30,pressure|adv,0.015771818112989153,0.010694610469466615,0.05111767632698931,-0.018741038504586763,-0.005077207643522538,1205
2014-09-30,pressure|mktcap,0.01269059188714202,0.022573353197127454,0.02969839663570424,0.016805015703088618,0.009882761309985433,1173
2014-09-30,pressure|vol_resid,0.01345696407585293,0.03188928070933894,-0.02460416208550804,0.04504748859230209,0.03159052451644916,1172
2014-09-30,pressure_o|vol,0.017032135025278505,0.027853989093862934,0.018990612043460916,0.01601584694413375,-0.0010162880811447547,1148
2014-09-30,pressure_o|vol_resid,0.01758247937102984,0.03687671093067582,-0.024972212338345758,0.03074372966731348,0.01316125029628364,1116
2014-12-31,new_conv|mktcap,0.012844792489053673,0.034888901639178765,0.015503264094947206,-0.02519864013342334,0.022044109150125092,1188
2014-12-31,dbreadth|io,0.0015728961869337296,0.034885896657696806,-0.0008656539213214159,0.01000962361761906,0.03331300047076308,1186
2014-12-31,distress|adv,-0.033912077495408616,-0.051181156221301774,-0.03178655681534884,-0.04356725450981679,-0.01726907872589316,1224
2014-12-31,pressure|vol,-0.029932395546342062,-0.02577152538709337,-0.007200403477746177,-0.008129907265009166,0.021802488281332896,1224
2014-12-31,exit_rate|mom,0.05955507553241535,0.10057283375627889,0.022236149113532132,0.04843861107095528,0.04101775822386354,1161
2014-12-31,pressure|adv,-0.029932395546342062,-0.035345086362814186,-0.0011614685512633532,-0.02264138189395411,-0.005412690816472124,1224
2014-12-31,pressure|mktcap,-0.03346477179665831,-0.016367016090478692,-0.054562906396256834,-0.03576133003481853,0.01709775570617962,1189
2014-12-31,pressure|vol_resid,-0.03273750211164219,-0.03355155075387283,-0.012508325062025434,0.011438280732450436,0.044175782844092626,1188
2014-12-31,pressure_o|vol,-0.01734882370938465,-0.024404714893050652,-0.007056136625858946,0.004802321306514035,0.022151145015898686,1172
2014-12-31,pressure_o|vol_resid,-0.01679364019979373,-0.03208891233537335,0.0077543003502930224,-0.006186382759269332,0.010607257440524397,1138
2015-03-31,new_conv|mktcap,0.04339244584353681,0.04910405444989907,0.00679706428197762,0.04330903393015238,0.005711608606362259,1214
2015-03-31,dbreadth|io,0.056807024806302356,0.06832576051877554,0.06568560056693076,0.07776070831650217,0.01151873571247318,1215
2015-03-31,distress|adv,-0.02541645869928125,-0.009519341611003568,-0.01912117763399402,0.049553818256605486,0.015897117088277683,1252
2015-03-31,pressure|vol,0.02867513957538008,0.013870549818812056,0.04670662193076878,-0.001070839232423862,-0.02974597880780394,1252
2015-03-31,exit_rate|mom,-0.08979725027971998,-0.08275699324892027,-0.04831038373106469,-0.046888506558520615,0.007040257030799704,1195
2015-03-31,pressure|adv,0.029725675430962196,0.03309446623993931,0.061655788015371596,0.02952817325677215,0.003368790808977111,1252
2015-03-31,pressure|mktcap,0.031327451035062834,0.008476174944168139,0.041215707300782015,0.035776390922375785,-0.022851276090894695,1215
2015-03-31,pressure|vol_resid,0.025902813551809286,0.0171138830064273,0.004147138049802131,0.006786222988187117,-0.01911659056362217,1214
